order_id,customer_id,customer_email,customer_name,customer_phone,customer_city,customer_country,order_date,shipped_date,delivery_date,product_id,product_name,category,quantity,unit_price_usd,discount_pct,total_amount_usd,payment_method,order_status,is_returned
ORD-000120,CUST-2475,carol.jones92@gmail.com,Carol Jones,,Lagos,DE,2023-10-03,2023-10-04,2023-10-06,PROD-476,Ultra Gizmo 50,Electronics,7,170.83,0.0,1195.81,crypto,cancelled,0
ORD-000121,CUST-4743,pete.miller50@gmail.com,Pete Miller,+1-871-529-4678,Toronto,FR,2023-04-29,2023-05-04,,PROD-526,Basic Gizmo 5,Sports,1,430.05,0.0,430.05,paypal,completed,0
ORD-000122,CUST-1032,olivia.white37@gmail.com,Olivia White,+1-498-677-5979,,NG,2023-05-03,2023-05-04,,PROD-348,Premium Gizmo 38,Books,1,403.15,0.03,391.06,debit_card,completed,0
ORD-000123,CUST-1975,mia.white95@gmail.com,Mia White,+1-261-245-5584,London,US,2023-09-09,2023-09-13,,PROD-337,Premium Gizmo 30,Beauty,1,273.06,0.0,273.06,credit_card,returned,1
ORD-000124,CUST-4012,emma.brown38@yahoo.com,Emma Brown,+1-663-378-4827,London,FR,2023-04-08,2023-04-14,2023-04-17,PROD-239,Pro Gadget 7,Clothing,1,297.99,0.0,297.99,bank_transfer,cancelled,0
ORD-000125,CUST-1165,david.johnson21@gmail.com,David Johnson,+1-535-251-2494,,FR,2024-04-22,2024-04-23,2024-05-07,PROD-464,Premium Widget 44,Home & Garden,5,107.78,0.0,538.9,paypal,returned,1
ORD-000126,CUST-4198,david.wilson14@gmail.com,David Wilson,+1-333-302-7563,Toronto,UK,2023-06-28,,,PROD-696,Basic Widget 2,Electronics,8,205.17,0.22,1280.26,debit_card,completed,0
ORD-000127,CUST-1879,INVALID_EMAIL,Sam Davis,+1-481-386-8307,Berlin,US,2024-03-30,2024-03-31,2024-04-14,PROD-728,Ultra Gizmo 32,Books,1,169.12,0.02,165.74,crypto,cancelled,0
ORD-000128,CUST-4202,quinn.brown81@gmail.com,Quinn Brown,+1-691-657-8940,Toronto,NG,2024-05-05,,,PROD-614,Basic Device 18,Clothing,3,143.49,0.0,430.47,credit_card,completed,0
ORD-000129,CUST-4343,hank.williams13@yahoo.com,Hank Williams,+1-954-157-4594,Lagos,AU,2023-11-23,2023-11-24,2023-12-08,PROD-463,Ultra Gadget 16,Sports,8,144.06,0.31,795.21,paypal,returned,1
ORD-000130,CUST-1952,grace.white64@gmail.com,Grace White,+1-220-639-8831,New York,CA,2024-01-03,2024-01-04,2024-01-11,PROD-728,Ultra Gadget 22,Beauty,10,474.04,0.0,4740.4,debit_card,completed,0
ORD-000131,CUST-1413,leo.johnson48@gmail.com,Leo Johnson,+1-530-239-3580,,AU,2023-11-28,,,PROD-910,Premium Gizmo 12,Beauty,3,78.12,0.34,154.68,crypto,returned,1
ORD-000132,CUST-1132,alice.thomas74@gmail.com,Alice Thomas,+1-525-928-4619,,NG,2024-01-01,2024-01-06,2024-01-14,PROD-206,Premium Gadget 22,Beauty,5,156.88,0.0,784.4,credit_card,returned,1
ORD-000133,CUST-4223,karen.wilson2@yahoo.com,Karen Wilson,,New York,US,2023-09-01,2023-09-04,,PROD-495,Premium Device 11,Books,2,443.23,0.27,647.12,bank_transfer,completed,0
ORD-000134,CUST-4898,INVALID_EMAIL,Frank Wilson,,Toronto,DE,2024-01-23,2024-01-27,,PROD-484,Ultra Widget 36,Electronics,10,242.35,0.27,1769.15,paypal,completed,0
ORD-000135,CUST-3957,david.miller27@gmail.com,David Miller,+1-753-371-5612,Mumbai,FR,2024-05-09,2024-05-13,2024-05-17,PROD-198,Pro Device 37,Sports,7,305.62,0.0,2139.34,bank_transfer,returned,1
ORD-000136,CUST-2939,tina.wilson26@yahoo.com,Tina Wilson,+1-515-903-7512,São Paulo,BR,2023-06-07,,,PROD-776,Basic Widget 42,Sports,2,6.89,0.0,13.78,bank_transfer,shipped,0
ORD-000137,CUST-2408,hank.white35@gmail.com,Hank White,+1-623-874-4727,Tokyo,US,2023-07-09,2023-07-13,2023-07-22,PROD-960,Premium Device 35,Beauty,8,27.09,0.0,216.72,bank_transfer,completed,0
ORD-000138,CUST-4311,tina.williams16@gmail.com,Tina Williams,+1-243-533-2283,,AU,2023-08-30,2023-08-31,2023-09-13,PROD-306,Ultra Gizmo 21,Beauty,10,22.19,0.32,150.89,credit_card,processing,0
ORD-000139,CUST-3408,quinn.jackson54@yahoo.com,Quinn Jackson,+1-302-208-2654,Mumbai,JP,2023-03-31,2023-04-04,2023-04-10,PROD-452,Premium Gizmo 25,Beauty,1,262.25,0.25,196.69,bank_transfer,returned,1
ORD-000140,CUST-2946,mia.smith51@gmail.com,Mia Smith,+1-581-120-6535,Mumbai,IN,2024-04-29,,,PROD-387,Premium Widget 15,Clothing,3,141.33,0.27,309.51,paypal,processing,1
ORD-000141,CUST-3110,grace.harris53@gmail.com,Grace Harris,+1-267-418-9303,Sydney,DE,2024-03-29,2024-04-01,2024-04-09,PROD-899,Pro Gadget 13,Toys,2,304.46,0.0,608.92,debit_card,shipped,0
ORD-000142,CUST-3002,olivia.moore51@gmail.com,Olivia Moore,+1-381-991-8775,Lagos,JP,2023-03-01,2023-03-05,,PROD-458,Basic Gadget 17,Beauty,4,183.39,0.0,733.56,credit_card,completed,0
ORD-000143,CUST-4541,hank.anderson29@gmail.com,Hank Anderson,+1-985-798-1145,São Paulo,DE,2023-10-19,,,PROD-762,Ultra Widget 15,Home & Garden,10,29.58,0.09,269.18,crypto,cancelled,0
ORD-000144,CUST-1030,grace.wilson39@gmail.com,Grace Wilson,+1-878-963-7131,Tokyo,NG,2023-11-09,2023-11-15,2023-11-23,PROD-723,Basic Gizmo 44,Electronics,6,448.26,0.0,2689.56,bank_transfer,cancelled,0
ORD-000145,CUST-2655,quinn.jackson31@gmail.com,Quinn Jackson,+1-897-243-1417,,BR,2023-03-07,2023-03-10,2023-03-16,PROD-402,Basic Device 26,Books,5,134.27,0.0,671.35,credit_card,returned,1
ORD-000146,CUST-2928,quinn.jones22@gmail.com,Quinn Jones,,Mumbai,JP,2023-07-14,2023-07-20,2023-07-30,PROD-881,Ultra Gizmo 42,Electronics,8,320.97,0.27,1874.46,debit_card,processing,0
ORD-000147,CUST-3376,jack.wilson16@gmail.com,Jack Wilson,+1-272-583-4187,Tokyo,UK,2023-12-30,2024-01-06,2024-01-20,PROD-988,Premium Gizmo 27,Electronics,6,443.99,0.0,2663.94,debit_card,returned,1
ORD-000148,CUST-1237,frank.jackson11@gmail.com,Frank Jackson,,Mumbai,FR,2023-05-21,2023-05-24,2023-06-04,PROD-879,Ultra Gadget 32,Toys,8,446.96,0.0,3575.68,credit_card,processing,0
ORD-000149,CUST-3175,INVALID_EMAIL,Rita Brown,+1-892-104-5076,Paris,CA,2023-05-13,2023-05-19,2023-05-27,PROD-419,Ultra Widget 25,Sports,7,482.84,0.0,3379.88,crypto,shipped,0
ORD-000150,CUST-1771,karen.davis88@gmail.com,Karen Davis,+1-613-119-4742,Paris,DE,2023-11-10,2023-11-17,,PROD-316,Pro Gadget 8,Home & Garden,8,474.49,0.24,2884.9,credit_card,cancelled,0
ORD-000151,CUST-2943,alice.smith89@yahoo.com,Alice Smith,+1-410-811-1152,Mumbai,AU,2024-01-20,2024-01-23,2024-02-03,PROD-777,Pro Gizmo 40,Sports,1,29.05,0.26,21.5,debit_card,completed,0
ORD-000152,CUST-2209,tina.brown34@gmail.com,Tina Brown,+1-761-608-4402,,BR,2024-03-04,2024-03-05,2024-03-16,PROD-438,Ultra Widget 1,Beauty,2,63.28,0.2,101.25,credit_card,shipped,0
ORD-000153,CUST-1408,iris.anderson30@gmail.com,Iris Anderson,+1-240-972-5760,Toronto,CA,2023-04-24,2023-04-30,2023-05-03,PROD-536,Pro Widget 49,Electronics,2,390.87,0.04,750.47,credit_card,shipped,0
ORD-000154,CUST-3825,karen.williams15@gmail.com,Karen Williams,+1-631-764-3732,London,DE,2023-05-22,2023-05-24,2023-06-02,PROD-812,Pro Gadget 7,Books,5,477.77,0.04,2293.3,crypto,shipped,0
ORD-000155,CUST-3682,emma.wilson63@yahoo.com,Emma Wilson,+1-921-989-9598,,NG,2024-05-09,2024-05-15,2024-05-26,PROD-841,Ultra Gizmo 34,Sports,6,192.98,0.35,752.62,crypto,completed,0
ORD-000156,CUST-2922,rita.harris79@yahoo.com,Rita Harris,+1-369-176-9055,Toronto,FR,2023-04-08,2023-04-14,2023-04-21,PROD-438,Basic Widget 33,Clothing,7,333.54,0.0,2334.78,crypto,processing,0
ORD-000157,CUST-2688,pete.wilson41@yahoo.com,Pete Wilson,,Tokyo,US,2024-01-23,2024-01-25,,PROD-945,Pro Gizmo 33,Sports,10,224.87,0.0,2248.7,debit_card,completed,0
ORD-000158,CUST-1908,pete.thomas85@gmail.com,Pete Thomas,,Toronto,IN,2024-04-12,2024-04-15,2024-04-20,PROD-660,Basic Widget 3,Clothing,6,422.94,0.25,1903.23,bank_transfer,completed,0
ORD-000159,CUST-2697,mia.brown59@gmail.com,Mia Brown,,,NG,2023-05-24,2023-05-30,2023-06-02,PROD-226,Premium Device 43,Sports,4,130.87,0.0,523.48,crypto,shipped,0
ORD-000160,CUST-3693,quinn.jackson23@gmail.com,Quinn Jackson,+1-529-616-7302,Sydney,NG,2023-05-18,2023-05-19,2023-05-21,PROD-809,Ultra Gizmo 26,Home & Garden,7,278.85,0.19,1581.08,paypal,processing,0
ORD-000161,CUST-3556,rita.white41@gmail.com,Rita White,+1-903-453-3173,,DE,2024-04-08,2024-04-10,2024-04-23,PROD-615,Basic Widget 49,Home & Garden,9,443.79,0.0,3994.11,crypto,processing,0
ORD-000162,CUST-1231,INVALID_EMAIL,Noah Jackson,+1-968-904-3636,Mumbai,IN,2024-05-06,2024-05-12,2024-05-24,PROD-249,Pro Gizmo 14,Toys,9,375.2,0.0,3376.8,crypto,processing,0
ORD-000163,CUST-1192,rita.davis31@gmail.com,Rita Davis,+1-596-526-6122,Tokyo,US,2023-02-03,2023-02-07,,PROD-113,Basic Gadget 40,Toys,9,434.68,0.3,2738.48,bank_transfer,shipped,0
ORD-000164,CUST-4010,grace.jones58@yahoo.com,Grace Jones,+1-586-141-8020,Mumbai,JP,2023-08-19,2023-08-25,2023-09-01,PROD-370,Ultra Gadget 38,Toys,9,378.78,0.08,3136.3,paypal,processing,0
ORD-000165,CUST-2466,tina.white85@gmail.com,Tina White,,,CA,2023-01-06,2023-01-12,2023-01-14,PROD-638,Ultra Gadget 34,Electronics,6,81.08,0.31,335.67,crypto,returned,1
ORD-000166,CUST-4373,jack.brown97@gmail.com,Jack Brown,+1-864-109-2879,,CA,2023-06-13,2023-06-18,2023-06-25,PROD-556,Ultra Gadget 3,Beauty,4,114.49,0.13,398.43,paypal,returned,1
ORD-000167,CUST-1337,INVALID_EMAIL,Leo Moore,+1-371-891-9814,Tokyo,US,2024-01-26,2024-01-27,2024-02-06,PROD-741,Pro Gadget 43,Beauty,1,363.37,0.33,243.46,debit_card,processing,0
ORD-000168,CUST-4253,INVALID_EMAIL,Emma Smith,+1-272-688-4729,Mumbai,AU,2024-03-10,2024-03-12,2024-03-25,PROD-497,Premium Device 28,Home & Garden,7,439.93,0.38,1909.3,credit_card,completed,0
ORD-000169,CUST-2153,carol.miller65@yahoo.com,Carol Miller,+1-648-490-7473,,US,2024-02-03,2024-02-08,,PROD-585,Ultra Gadget 9,Beauty,2,361.54,0.23,556.77,bank_transfer,shipped,0
ORD-000170,CUST-4878,rita.williams16@yahoo.com,Rita Williams,,Paris,CA,2023-10-30,2023-11-01,2023-11-15,PROD-316,Premium Gadget 11,Clothing,6,434.23,0.0,2605.38,debit_card,cancelled,0
ORD-000171,CUST-2995,rita.johnson38@gmail.com,Rita Johnson,+1-565-231-4842,London,IN,2023-09-16,2023-09-18,2023-09-29,PROD-734,Pro Gadget 21,Books,9,426.86,0.0,3841.74,bank_transfer,processing,0
ORD-000172,CUST-2472,frank.smith41@yahoo.com,Frank Smith,,,CA,2023-12-03,2023-12-06,2023-12-10,PROD-998,Premium Device 29,Home & Garden,6,284.95,0.38,1060.01,paypal,cancelled,0
ORD-000173,CUST-3371,carol.thomas10@gmail.com,Carol Thomas,+1-804-317-1600,Tokyo,IN,2024-05-13,2024-05-15,2024-05-18,PROD-656,Premium Gadget 24,Books,3,421.69,0.08,1163.86,debit_card,completed,0
ORD-000174,CUST-4885,tina.anderson22@gmail.com,Tina Anderson,+1-349-853-8921,Toronto,US,2023-10-25,2023-10-30,2023-11-07,PROD-324,Premium Gadget 5,Home & Garden,1,185.11,0.34,122.17,paypal,processing,0
ORD-000175,CUST-3135,olivia.harris6@yahoo.com,Olivia Harris,+1-480-954-5314,Lagos,JP,2023-08-28,,,PROD-683,Ultra Device 42,Books,6,107.35,0.0,644.1,paypal,completed,0
ORD-000176,CUST-1315,pete.harris78@yahoo.com,Pete Harris,+1-487-316-3461,Berlin,DE,2023-03-21,2023-03-25,2023-03-30,PROD-470,Pro Gadget 27,Toys,6,260.6,0.14,1344.7,paypal,cancelled,0
ORD-000177,CUST-1160,bob.williams74@gmail.com,Bob Williams,+1-350-157-3725,Mumbai,DE,2023-04-27,2023-05-01,2023-05-12,PROD-629,Premium Widget 47,Beauty,7,84.82,0.0,593.74,paypal,returned,1
ORD-000178,CUST-3443,frank.taylor85@gmail.com,Frank Taylor,+1-435-487-7315,Berlin,UK,2023-03-29,2023-04-03,2023-04-12,PROD-116,Ultra Device 10,Sports,7,89.43,0.32,425.69,credit_card,shipped,0
ORD-000179,CUST-2517,INVALID_EMAIL,Emma Harris,+1-914-642-8028,Paris,BR,2023-07-01,2023-07-06,2023-07-20,PROD-908,Premium Gizmo 38,Toys,2,268.06,0.0,536.12,crypto,cancelled,0
ORD-000180,CUST-1482,rita.davis33@yahoo.com,Rita Davis,+1-584-770-4365,,CA,2023-04-11,2023-04-14,2023-04-19,PROD-518,Basic Widget 10,Books,2,455.49,0.0,910.98,crypto,completed,0
ORD-000181,CUST-3366,rita.wilson23@gmail.com,Rita Wilson,+1-922-507-3262,,UK,2023-09-17,2023-09-22,2023-09-29,PROD-865,Ultra Device 45,Clothing,7,307.88,0.17,1788.78,credit_card,shipped,0
ORD-000182,CUST-2783,alice.jackson12@gmail.com,Alice Jackson,,Mumbai,FR,2023-08-08,2023-08-15,2023-08-25,PROD-479,Pro Widget 47,Books,1,308.94,0.0,308.94,bank_transfer,returned,1
ORD-000183,CUST-3455,grace.white85@gmail.com,Grace White,+1-915-337-3776,,US,2024-06-17,2024-06-22,,PROD-468,Ultra Widget 11,Electronics,3,387.94,0.18,954.33,paypal,processing,1
ORD-000184,CUST-4944,rita.harris75@gmail.com,Rita Harris,+1-613-688-1076,Mumbai,DE,2024-02-14,2024-02-18,2024-02-23,PROD-516,Pro Widget 33,Home & Garden,2,261.28,0.22,407.6,paypal,shipped,0
ORD-000185,CUST-4530,hank.jackson44@gmail.com,Hank Jackson,,London,IN,2023-04-30,2023-05-03,2023-05-17,PROD-169,Premium Gadget 44,Beauty,8,289.57,0.23,1783.75,debit_card,cancelled,0
ORD-000186,CUST-4814,carol.davis87@gmail.com,Carol Davis,+1-521-462-4580,Lagos,IN,2023-11-20,2023-11-23,2023-11-25,PROD-287,Ultra Device 48,Clothing,5,351.91,0.0,1759.55,debit_card,returned,1
ORD-000187,CUST-1027,david.johnson11@gmail.com,David Johnson,+1-754-143-8901,Toronto,NG,2023-09-05,2023-09-07,2023-09-12,PROD-422,Premium Gizmo 32,Clothing,6,418.99,0.0,2513.94,crypto,returned,1
ORD-000188,CUST-1493,rita.smith65@gmail.com,Rita Smith,+1-671-423-1137,New York,FR,2023-10-14,2023-10-21,2023-10-23,PROD-488,Pro Gizmo 24,Sports,7,265.24,0.0,1856.68,paypal,processing,0
ORD-000189,CUST-1736,grace.davis90@gmail.com,Grace Davis,+1-789-802-4744,London,IN,2023-07-11,2023-07-13,2023-07-24,PROD-923,Ultra Device 25,Clothing,3,174.83,0.0,524.49,debit_card,cancelled,0
ORD-000190,CUST-1669,pete.jones33@gmail.com,Pete Jones,,Mumbai,BR,2023-06-03,2023-06-04,,PROD-959,Pro Device 48,Home & Garden,9,252.3,0.13,1975.51,paypal,cancelled,0
ORD-000191,CUST-2165,tina.brown74@gmail.com,Tina Brown,+1-889-622-8987,,BR,2024-01-05,2024-01-10,2024-01-16,PROD-180,Premium Gizmo 30,Beauty,7,175.35,0.0,1227.45,debit_card,processing,0
ORD-000192,CUST-2619,karen.brown41@gmail.com,Karen Brown,+1-655-899-6950,,NG,2023-06-21,2023-06-24,2023-07-05,PROD-633,Premium Device 11,Clothing,2,287.96,0.0,575.92,credit_card,shipped,0
ORD-000193,CUST-1220,mia.johnson13@yahoo.com,Mia Johnson,,Sydney,JP,2023-05-09,2023-05-15,2023-05-28,PROD-883,Pro Widget 17,Sports,2,351.84,0.0,703.68,debit_card,returned,1
ORD-000194,CUST-2913,frank.smith5@gmail.com,Frank Smith,+1-753-378-9987,São Paulo,DE,2023-03-28,2023-04-01,2023-04-06,PROD-814,Ultra Device 41,Beauty,8,370.11,0.05,2812.84,crypto,shipped,0
ORD-000195,CUST-4339,INVALID_EMAIL,Leo Davis,+1-339-452-5698,São Paulo,JP,2024-03-21,2024-03-27,2024-04-03,PROD-108,Premium Device 20,Electronics,4,243.42,0.18,798.42,bank_transfer,returned,1
ORD-000196,CUST-1324,hank.williams92@gmail.com,Hank Williams,+1-445-629-5454,Mumbai,JP,2023-10-27,2023-11-03,,PROD-928,Basic Device 13,Toys,7,189.95,0.17,1103.61,credit_card,cancelled,0
ORD-000197,CUST-2155,karen.smith20@yahoo.com,Karen Smith,+1-932-548-1134,Paris,UK,2023-07-06,2023-07-07,2023-07-18,PROD-254,Pro Device 14,Home & Garden,10,229.12,0.0,2291.2,bank_transfer,processing,0
ORD-000198,CUST-4668,emma.smith35@gmail.com,Emma Smith,+1-590-948-1206,London,FR,2023-11-16,2023-11-20,2023-11-29,PROD-494,Premium Gadget 48,Electronics,1,349.98,0.0,349.98,debit_card,cancelled,0
ORD-000199,CUST-4635,bob.thomas71@gmail.com,Bob Thomas,,,FR,2024-04-16,2024-04-17,2024-04-22,PROD-215,Ultra Device 21,Electronics,5,239.05,0.06,1123.53,debit_card,shipped,0
ORD-000200,CUST-3533,tina.williams48@gmail.com,Tina Williams,+1-977-740-1983,New York,CA,2023-10-10,2023-10-14,2023-10-16,PROD-760,Ultra Widget 9,Books,10,484.57,0.19,3925.02,debit_card,cancelled,0
